Time,Thumb1_X,Thumb1_Y,Thumb1_Z,Thumb1_RX,Thumb1_RY,Thumb1_RZ,Thumb2_X,Thumb2_Y,Thumb2_Z,Thumb2_RX,Thumb2_RY,Thumb2_RZ,Thumb3_X,Thumb3_Y,Thumb3_Z,Thumb3_RX,Thumb3_RY,Thumb3_RZ,Index1_X,Index1_Y,Index1_Z,Index1_RX,Index1_RY,Index1_RZ,Index2_X,Index2_Y,Index2_Z,Index2_RX,Index2_RY,Index2_RZ,Index3_X,Index3_Y,Index3_Z,Index3_RX,Index3_RY,Index3_RZ,Middle1_X,Middle1_Y,Middle1_Z,Middle1_RX,Middle1_RY,Middle1_RZ,Middle2_X,Middle2_Y,Middle2_Z,Middle2_RX,Middle2_RY,Middle2_RZ,Middle3_X,Middle3_Y,Middle3_Z,Middle3_RX,Middle3_RY,Middle3_RZ,Ring1_X,Ring1_Y,Ring1_Z,Ring1_RX,Ring1_RY,Ring1_RZ,Ring2_X,Ring2_Y,Ring2_Z,Ring2_RX,Ring2_RY,Ring2_RZ,Ring3_X,Ring3_Y,Ring3_Z,Ring3_RX,Ring3_RY,Ring3_RZ,Pinky1_X,Pinky1_Y,Pinky1_Z,Pinky1_RX,Pinky1_RY,Pinky1_RZ,Pinky2_X,Pinky2_Y,Pinky2_Z,Pinky2_RX,Pinky2_RY,Pinky2_RZ,Pinky3_X,Pinky3_Y,Pinky3_Z,Pinky3_RX,Pinky3_RY,Pinky3_RZ,Object_X,Object_Y,Object_Z,Object_RX,Object_RY,Object_RZ
21.5262,Thumb1_X: -0.6083,Thumb1_Y: 0.3729,Thumb1_Z: 0.0657,Thumb1_RX: 331.3072,Thumb1_RY: 54.4689,Thumb1_RZ: 108.9709,Thumb2_X: -0.5817,Thumb2_Y: 0.3335,Thumb2_Z: 0.0657,Thumb2_RX: 330.7841,Thumb2_RY: 54.5629,Thumb2_RZ: 60.9443,Thumb3_X: -0.5790,Thumb3_Y: 0.3023,Thumb3_Z: 0.0919,Thumb3_RX: 331.0261,Thumb3_RY: 55.6343,Thumb3_RZ: 10.3002,Index1_X: -0.6126,Index1_Y: 0.3678,Index1_Z: 0.0835,Index1_RX: 2.4392,Index1_RY: 297.7960,Index1_RZ: 176.7009,Index2_X: -0.5837,Index2_Y: 0.3643,Index2_Z: 0.1381,Index2_RX: 5.1155,Index2_RY: 306.6805,Index2_RZ: 173.1578,Index3_X: -0.5531,Index3_Y: 0.3582,Index3_Z: 0.1782,Index3_RX: 4.3833,Index3_RY: 306.7633,Index3_RZ: 164.4482,Middle1_X: -0.6313,Middle1_Y: 0.3730,Middle1_Z: 0.0925,Middle1_RX: 2.3191,Middle1_RY: 295.6415,Middle1_RZ: 170.8239,Middle2_X: -0.6042,Middle2_Y: 0.3630,Middle2_Z: 0.1481,Middle2_RX: 2.2206,Middle2_RY: 293.3478,Middle2_RZ: 167.7425,Middle3_X: -0.5819,Middle3_Y: 0.3511,Middle3_Z: 0.1985,Middle3_RX: 4.0943,Middle3_RY: 292.8166,Middle3_RZ: 151.2995,Ring1_X: -0.6437,Ring1_Y: 0.3721,Ring1_Z: 0.0988,Ring1_RX: 1.1898,Ring1_RY: 288.5244,Ring1_RZ: 171.0094,Ring2_X: -0.6260,Ring2_Y: 0.3633,Ring2_Z: 0.1511,Ring2_RX: 2.7333,Ring2_RY: 285.5906,Ring2_RZ: 161.9053,Ring3_X: -0.6125,Ring3_Y: 0.3479,Ring3_Z: 0.1965,Ring3_RX: 4.5161,Ring3_RY: 284.7805,Ring3_RZ: 154.3525,Pinky1_X: -0.6561,Pinky1_Y: 0.3708,Pinky1_Z: 0.1043,Pinky1_RX: 359.3450,Pinky1_RY: 278.0302,Pinky1_RZ: 171.3611,Pinky2_X: -0.6499,Pinky2_Y: 0.3640,Pinky2_Z: 0.1488,Pinky2_RX: 1.3489,Pinky2_RY: 278.6293,Pinky2_RZ: 165.2823,Pinky3_X: -0.6439,Pinky3_Y: 0.3539,Pinky3_Z: 0.1867,Pinky3_RX: 2.8721,Pinky3_RY: 277.9296,Pinky3_RZ: 156.6266,Object_X: -0.2118,Object_Y: 0.2641,Object_Z: 0.2042,Object_RX: 1.3933,Object_RY: 355.7708,Object_RZ: 2.2534
21.5373,Thumb1_X: -0.6030,Thumb1_Y: 0.3738,Thumb1_Z: 0.0659,Thumb1_RX: 331.1870,Thumb1_RY: 54.6198,Thumb1_RZ: 109.6355,Thumb2_X: -0.5762,Thumb2_Y: 0.3345,Thumb2_Z: 0.0654,Thumb2_RX: 330.6630,Thumb2_RY: 54.7069,Thumb2_RZ: 61.6120,Thumb3_X: -0.5730,Thumb3_Y: 0.3032,Thumb3_Z: 0.0914,Thumb3_RX: 330.8942,Thumb3_RY: 55.7823,Thumb3_RZ: 11.1031,Index1_X: -0.6072,Index1_Y: 0.3685,Index1_Z: 0.0837,Index1_RX: 3.0527,Index1_RY: 298.2674,Index1_RZ: 176.5757,Index2_X: -0.5778,Index2_Y: 0.3648,Index2_Z: 0.1380,Index2_RX: 5.7201,Index2_RY: 307.0220,Index2_RZ: 172.7904,Index3_X: -0.5469,Index3_Y: 0.3585,Index3_Z: 0.1778,Index3_RX: 4.9883,Index3_RY: 307.1095,Index3_RZ: 163.9649,Middle1_X: -0.6259,Middle1_Y: 0.3735,Middle1_Z: 0.0928,Middle1_RX: 2.9274,Middle1_RY: 296.1121,Middle1_RZ: 170.6757,Middle2_X: -0.5981,Middle2_Y: 0.3633,Middle2_Z: 0.1482,Middle2_RX: 2.8168,Middle2_RY: 293.7854,Middle2_RZ: 167.3333,Middle3_X: -0.5754,Middle3_Y: 0.3510,Middle3_Z: 0.1982,Middle3_RX: 4.6867,Middle3_RY: 293.2403,Middle3_RZ: 150.5029,Ring1_X: -0.6382,Ring1_Y: 0.3724,Ring1_Z: 0.0993,Ring1_RX: 1.7751,Ring1_RY: 288.9960,Ring1_RZ: 170.7871,Ring2_X: -0.6199,Ring2_Y: 0.3635,Ring2_Z: 0.1514,Ring2_RX: 3.3098,Ring2_RY: 286.0725,Ring2_RZ: 161.4797,Ring3_X: -0.6060,Ring3_Y: 0.3477,Ring3_Z: 0.1965,Ring3_RX: 5.0865,Ring3_RY: 285.2485,Ring3_RZ: 153.9178,Pinky1_X: -0.6505,Pinky1_Y: 0.3710,Pinky1_Z: 0.1048,Pinky1_RX: 359.8801,Pinky1_RY: 278.5097,Pinky1_RZ: 171.0361,Pinky2_X: -0.6438,Pinky2_Y: 0.3639,Pinky2_Z: 0.1493,Pinky2_RX: 1.8936,Pinky2_RY: 279.1302,Pinky2_RZ: 164.8235,Pinky3_X: -0.6375,Pinky3_Y: 0.3535,Pinky3_Z: 0.1870,Pinky3_RX: 3.4111,Pinky3_RY: 278.4178,Pinky3_RZ: 156.1607,Object_X: -0.2118,Object_Y: 0.2641,Object_Z: 0.2042,Object_RX: 1.3933,Object_RY: 355.7708,Object_RZ: 2.2534
21.5706,Thumb1_X: -0.5965,Thumb1_Y: 0.3750,Thumb1_Z: 0.0688,Thumb1_RX: 331.5382,Thumb1_RY: 54.6227,Thumb1_RZ: 110.6215,Thumb2_X: -0.5695,Thumb2_Y: 0.3358,Thumb2_Z: 0.0674,Thumb2_RX: 331.0130,Thumb2_RY: 54.6992,Thumb2_RZ: 62.6037,Thumb3_X: -0.5660,Thumb3_Y: 0.3041,Thumb3_Z: 0.0929,Thumb3_RX: 331.2281,Thumb3_RY: 55.7738,Thumb3_RZ: 12.4905,Index1_X: -0.6005,Index1_Y: 0.3695,Index1_Z: 0.0865,Index1_RX: 3.5810,Index1_RY: 298.5245,Index1_RZ: 176.3176,Index2_X: -0.5709,Index2_Y: 0.3655,Index2_Z: 0.1406,Index2_RX: 6.2660,Index2_RY: 307.1793,Index2_RZ: 171.7933,Index3_X: -0.5398,Index3_Y: 0.3583,Index3_Z: 0.1802,Index3_RX: 5.5359,Index3_RY: 307.2797,Index3_RZ: 162.5890,Middle1_X: -0.6192,Middle1_Y: 0.3743,Middle1_Z: 0.0958,Middle1_RX: 3.4456,Middle1_RY: 296.3687,Middle1_RZ: 170.3979,Middle2_X: -0.5912,Middle2_Y: 0.3639,Middle2_Z: 0.1509,Middle2_RX: 3.3445,Middle2_RY: 294.1580,Middle2_RZ: 166.2476,Middle3_X: -0.5681,Middle3_Y: 0.3505,Middle3_Z: 0.2005,Middle3_RX: 5.2037,Middle3_RY: 293.5769,Middle3_RZ: 148.4718,Ring1_X: -0.6315,Ring1_Y: 0.3731,Ring1_Z: 0.1023,Ring1_RX: 2.2549,Ring1_RY: 289.2561,Ring1_RZ: 170.4474,Ring2_X: -0.6130,Ring2_Y: 0.3638,Ring2_Z: 0.1542,Ring2_RX: 3.8090,Ring2_RY: 286.5175,Ring2_RZ: 160.5170,Ring3_X: -0.5985,Ring3_Y: 0.3472,Ring3_Z: 0.1989,Ring3_RX: 5.5717,Ring3_RY: 285.6630,Ring3_RZ: 152.9163,Pinky1_X: -0.6438,Pinky1_Y: 0.3716,Pinky1_Z: 0.1079,Pinky1_RX: 0.2902,Pinky1_RY: 278.7812,Pinky1_RZ: 170.6150,Pinky2_X: -0.6369,Pinky2_Y: 0.3642,Pinky2_Z: 0.1523,Pinky2_RX: 2.3528,Pinky2_RY: 279.6154,Pinky2_RZ: 163.8078,Pinky3_X: -0.6301,Pinky3_Y: 0.3531,Pinky3_Z: 0.1898,Pinky3_RX: 3.8574,Pinky3_RY: 278.8759,Pinky3_RZ: 155.0792,Object_X: -0.2201,Object_Y: 0.2236,Object_Z: 0.1455,Object_RX: 8.7006,Object_RY: 1.9269,Object_RZ: 356.4853
21.5817,Thumb1_X: -0.5954,Thumb1_Y: 0.3740,Thumb1_Z: 0.0700,Thumb1_RX: 331.5729,Thumb1_RY: 54.6571,Thumb1_RZ: 110.8540,Thumb2_X: -0.5683,Thumb2_Y: 0.3349,Thumb2_Z: 0.0684,Thumb2_RX: 331.0475,Thumb2_RY: 54.7312,Thumb2_RZ: 62.8374,Thumb3_X: -0.5647,Thumb3_Y: 0.3031,Thumb3_Z: 0.0938,Thumb3_RX: 331.2588,Thumb3_RY: 55.8065,Thumb3_RZ: 12.7244,Index1_X: -0.5993,Index1_Y: 0.3685,Index1_Z: 0.0877,Index1_RX: 3.7494,Index1_RY: 298.6620,Index1_RZ: 176.1963,Index2_X: -0.5695,Index2_Y: 0.3644,Index2_Z: 0.1418,Index2_RX: 6.4507,Index2_RY: 307.3141,Index2_RZ: 171.6984,Index3_X: -0.5384,Index3_Y: 0.3571,Index3_Z: 0.1812,Index3_RX: 5.7207,Index3_RY: 307.4157,Index3_RZ: 162.4946,Middle1_X: -0.6180,Middle1_Y: 0.3732,Middle1_Z: 0.0971,Middle1_RX: 3.6093,Middle1_RY: 296.5061,Middle1_RZ: 170.2704,Middle2_X: -0.5898,Middle2_Y: 0.3626,Middle2_Z: 0.1521,Middle2_RX: 3.5032,Middle2_RY: 294.2952,Middle2_RZ: 166.1139,Middle3_X: -0.5666,Middle3_Y: 0.3491,Middle3_Z: 0.2016,Middle3_RX: 5.3611,Middle3_RY: 293.7097,Middle3_RZ: 148.3362,Ring1_X: -0.6302,Ring1_Y: 0.3719,Ring1_Z: 0.1036,Ring1_RX: 2.4017,Ring1_RY: 289.3954,Ring1_RZ: 170.3008,Ring2_X: -0.6116,Ring2_Y: 0.3625,Ring2_Z: 0.1554,Ring2_RX: 3.9486,Ring2_RY: 286.6524,Ring2_RZ: 160.3633,Ring3_X: -0.5970,Ring3_Y: 0.3458,Ring3_Z: 0.2001,Ring3_RX: 5.7089,Ring3_RY: 285.7928,Ring3_RZ: 152.7601,Pinky1_X: -0.6425,Pinky1_Y: 0.3704,Pinky1_Z: 0.1092,Pinky1_RX: 0.4078,Pinky1_RY: 278.9254,Pinky1_RZ: 170.4442,Pinky2_X: -0.6355,Pinky2_Y: 0.3628,Pinky2_Z: 0.1536,Pinky2_RX: 2.4729,Pinky2_RY: 279.7535,Pinky2_RZ: 163.6386,Pinky3_X: -0.6286,Pinky3_Y: 0.3517,Pinky3_Z: 0.1910,Pinky3_RX: 3.9753,Pinky3_RY: 279.0094,Pinky3_RZ: 154.9082,Object_X: -0.2261,Object_Y: 0.2059,Object_Z: 0.1399,Object_RX: 9.6519,Object_RY: 2.0339,Object_RZ: 353.9341
21.5929,Thumb1_X: -0.5923,Thumb1_Y: 0.3749,Thumb1_Z: 0.0698,Thumb1_RX: 331.7196,Thumb1_RY: 54.6907,Thumb1_RZ: 111.0396,Thumb2_X: -0.5653,Thumb2_Y: 0.3358,Thumb2_Z: 0.0680,Thumb2_RX: 331.1939,Thumb2_RY: 54.7627,Thumb2_RZ: 63.0240,Thumb3_X: -0.5617,Thumb3_Y: 0.3039,Thumb3_Z: 0.0932,Thumb3_RX: 331.4022,Thumb3_RY: 55.8373,Thumb3_RZ: 12.9138,Index1_X: -0.5963,Index1_Y: 0.3693,Index1_Z: 0.0875,Index1_RX: 3.8320,Index1_RY: 298.7702,Index1_RZ: 175.9926,Index2_X: -0.5663,Index2_Y: 0.3650,Index2_Z: 0.1415,Index2_RX: 6.5629,Index2_RY: 307.4142,Index2_RZ: 171.5086,Index3_X: -0.5351,Index3_Y: 0.3576,Index3_Z: 0.1809,Index3_RX: 5.8333,Index3_RY: 307.5183,Index3_RZ: 162.3052,Middle1_X: -0.6149,Middle1_Y: 0.3740,Middle1_Z: 0.0969,Middle1_RX: 3.6842,Middle1_RY: 296.6146,Middle1_RZ: 170.0637,Middle2_X: -0.5866,Middle2_Y: 0.3632,Middle2_Z: 0.1518,Middle2_RX: 3.5701,Middle2_RY: 294.4040,Middle2_RZ: 165.9045,Middle3_X: -0.5632,Middle3_Y: 0.3495,Middle3_Z: 0.2012,Middle3_RX: 5.4258,Middle3_RY: 293.8115,Middle3_RZ: 148.1256,Ring1_X: -0.6271,Ring1_Y: 0.3728,Ring1_Z: 0.1035,Ring1_RX: 2.4505,Ring1_RY: 289.5080,Ring1_RZ: 170.0866,Ring2_X: -0.6084,Ring2_Y: 0.3632,Ring2_Z: 0.1552,Ring2_RX: 3.9871,Ring2_RY: 286.7590,Ring2_RZ: 160.1467,Ring3_X: -0.5937,Ring3_Y: 0.3463,Ring3_Z: 0.1998,Ring3_RX: 5.7441,Ring3_RY: 285.8928,Ring3_RZ: 152.5424,Pinky1_X: -0.6394,Pinky1_Y: 0.3712,Pinky1_Z: 0.1091,Pinky1_RX: 0.4169,Pinky1_RY: 279.0454,Pinky1_RZ: 170.2250,Pinky2_X: -0.6323,Pinky2_Y: 0.3635,Pinky2_Z: 0.1534,Pinky2_RX: 2.4852,Pinky2_RY: 279.8657,Pinky2_RZ: 163.4193,Pinky3_X: -0.6253,Pinky3_Y: 0.3522,Pinky3_Z: 0.1908,Pinky3_RX: 3.9848,Pinky3_RY: 279.1158,Pinky3_RZ: 154.6885,Object_X: -0.2261,Object_Y: 0.2059,Object_Z: 0.1399,Object_RX: 9.6519,Object_RY: 2.0339,Object_RZ: 353.9341
21.7705,Thumb1_X: -0.5705,Thumb1_Y: 0.3755,Thumb1_Z: 0.0700,Thumb1_RX: 333.4873,Thumb1_RY: 57.6784,Thumb1_RZ: 108.3795,Thumb2_X: -0.5454,Thumb2_Y: 0.3351,Thumb2_Z: 0.0681,Thumb2_RX: 332.9641,Thumb2_RY: 57.7772,Thumb2_RZ: 60.2395,Thumb3_X: -0.5426,Thumb3_Y: 0.3035,Thumb3_Z: 0.0939,Thumb3_RX: 333.2182,Thumb3_RY: 58.8179,Thumb3_RZ: 11.2044,Index1_X: -0.5741,Index1_Y: 0.3704,Index1_Z: 0.0880,Index1_RX: 1.0119,Index1_RY: 300.5277,Index1_RZ: 175.5224,Index2_X: -0.5427,Index2_Y: 0.3656,Index2_Z: 0.1410,Index2_RX: 3.7944,Index2_RY: 308.8328,Index2_RZ: 170.0502,Index3_X: -0.5109,Index3_Y: 0.3568,Index3_Z: 0.1797,Index3_RX: 3.0677,Index3_RY: 308.9551,Index3_RZ: 160.1982,Middle1_X: -0.5922,Middle1_Y: 0.3761,Middle1_Z: 0.0978,Middle1_RX: 0.8485,Middle1_RY: 298.3777,Middle1_RZ: 169.6999,Middle2_X: -0.5627,Middle2_Y: 0.3649,Middle2_Z: 0.1521,Middle2_RX: 0.6665,Middle2_RY: 295.8824,Middle2_RZ: 163.6425,Middle3_X: -0.5389,Middle3_Y: 0.3490,Middle3_Z: 0.2006,Middle3_RX: 2.4976,Middle3_RY: 295.2190,Middle3_RZ: 144.1628,Ring1_X: -0.6042,Ring1_Y: 0.3755,Ring1_Z: 0.1048,Ring1_RX: 359.5916,Ring1_RY: 291.2852,Ring1_RZ: 170.0763,Ring2_X: -0.5843,Ring2_Y: 0.3659,Ring2_Z: 0.1561,Ring2_RX: 1.2134,Ring2_RY: 288.9619,Ring2_RZ: 159.1134,Ring3_X: -0.5688,Ring3_Y: 0.3481,Ring3_Z: 0.2000,Ring3_RX: 2.9549,Ring3_RY: 288.0673,Ring3_RZ: 151.4036,Pinky1_X: -0.6164,Pinky1_Y: 0.3746,Pinky1_Z: 0.1108,Pinky1_RX: 357.6038,Pinky1_RY: 280.8141,Pinky1_RZ: 170.7342,Pinky2_X: -0.6082,Pinky2_Y: 0.3673,Pinky2_Z: 0.1550,Pinky2_RX: 359.6953,Pinky2_RY: 281.8027,Pinky2_RZ: 162.9000,Pinky3_X: -0.6006,Pinky3_Y: 0.3557,Pinky3_Z: 0.1921,Pinky3_RX: 1.1883,Pinky3_RY: 281.0410,Pinky3_RZ: 153.8833,Object_X: -0.2673,Object_Y: 0.1352,Object_Z: 0.1733,Object_RX: 8.1000,Object_RY: 355.5996,Object_RZ: 341.3129
21.7817,Thumb1_X: -0.5694,Thumb1_Y: 0.3761,Thumb1_Z: 0.0692,Thumb1_RX: 333.4032,Thumb1_RY: 57.6699,Thumb1_RZ: 108.2092,Thumb2_X: -0.5444,Thumb2_Y: 0.3357,Thumb2_Z: 0.0675,Thumb2_RX: 332.8801,Thumb2_RY: 57.7705,Thumb2_RZ: 60.0683,Thumb3_X: -0.5416,Thumb3_Y: 0.3042,Thumb3_Z: 0.0933,Thumb3_RX: 333.1370,Thumb3_RY: 58.8111,Thumb3_RZ: 11.0320,Index1_X: -0.5731,Index1_Y: 0.3711,Index1_Z: 0.0872,Index1_RX: 0.9150,Index1_RY: 300.4456,Index1_RZ: 175.6668,Index2_X: -0.5418,Index2_Y: 0.3664,Index2_Z: 0.1403,Index2_RX: 3.6776,Index2_RY: 308.7566,Index2_RZ: 170.1794,Index3_X: -0.5100,Index3_Y: 0.3578,Index3_Z: 0.1790,Index3_RX: 2.9506,Index3_RY: 308.8773,Index3_RZ: 160.3270,Middle1_X: -0.5912,Middle1_Y: 0.3769,Middle1_Z: 0.0970,Middle1_RX: 0.7570,Middle1_RY: 298.2951,Middle1_RZ: 169.8479,Middle2_X: -0.5618,Middle2_Y: 0.3658,Middle2_Z: 0.1513,Middle2_RX: 0.5815,Middle2_RY: 295.7994,Middle2_RZ: 163.7943,Middle3_X: -0.5381,Middle3_Y: 0.3501,Middle3_Z: 0.2000,Middle3_RX: 2.4144,Middle3_RY: 295.1410,Middle3_RZ: 144.3157,Ring1_X: -0.6033,Ring1_Y: 0.3763,Ring1_Z: 0.1040,Ring1_RX: 359.5191,Ring1_RY: 291.1994,Ring1_RZ: 170.2345,Ring2_X: -0.5834,Ring2_Y: 0.3668,Ring2_Z: 0.1554,Ring2_RX: 1.1473,Ring2_RY: 288.8806,Ring2_RZ: 159.2744,Ring3_X: -0.5680,Ring3_Y: 0.3492,Ring3_Z: 0.1993,Ring3_RX: 2.8913,Ring3_RY: 287.9909,Ring3_RZ: 151.5658,Pinky1_X: -0.6154,Pinky1_Y: 0.3754,Pinky1_Z: 0.1100,Pinky1_RX: 357.5612,Pinky1_RY: 280.7223,Pinky1_RZ: 170.9031,Pinky2_X: -0.6073,Pinky2_Y: 0.3682,Pinky2_Z: 0.1542,Pinky2_RX: 359.6498,Pinky2_RY: 281.7171,Pinky2_RZ: 163.0679,Pinky3_X: -0.5998,Pinky3_Y: 0.3567,Pinky3_Z: 0.1914,Pinky3_RX: 1.1450,Pinky3_RY: 280.9598,Pinky3_RZ: 154.0518,Object_X: -0.2671,Object_Y: 0.1361,Object_Z: 0.1807,Object_RX: 7.4674,Object_RY: 354.7762,Object_RZ: 341.3294
21.7928,Thumb1_X: -0.5687,Thumb1_Y: 0.3768,Thumb1_Z: 0.0684,Thumb1_RX: 333.3073,Thumb1_RY: 57.6701,Thumb1_RZ: 107.9724,Thumb2_X: -0.5437,Thumb2_Y: 0.3363,Thumb2_Z: 0.0669,Thumb2_RX: 332.7846,Thumb2_RY: 57.7733,Thumb2_RZ: 59.8302,Thumb3_X: -0.5410,Thumb3_Y: 0.3049,Thumb3_Z: 0.0929,Thumb3_RX: 333.0453,Thumb3_RY: 58.8135,Thumb3_RZ: 10.7925,Index1_X: -0.5724,Index1_Y: 0.3718,Index1_Z: 0.0864,Index1_RX: 0.7757,Index1_RY: 300.3354,Index1_RZ: 175.8782,Index2_X: -0.5412,Index2_Y: 0.3674,Index2_Z: 0.1396,Index2_RX: 3.5119,Index2_RY: 308.6707,Index2_RZ: 170.4034,Index3_X: -0.5095,Index3_Y: 0.3589,Index3_Z: 0.1784,Index3_RX: 2.7845,Index3_RY: 308.7885,Index3_RZ: 160.5505,Middle1_X: -0.5905,Middle1_Y: 0.3776,Middle1_Z: 0.0962,Middle1_RX: 0.6258,Middle1_RY: 298.1845,Middle1_RZ: 170.0643,Middle2_X: -0.5612,Middle2_Y: 0.3668,Middle2_Z: 0.1506,Middle2_RX: 0.4600,Middle2_RY: 295.6891,Middle2_RZ: 164.0002,Middle3_X: -0.5376,Middle3_Y: 0.3513,Middle3_Z: 0.1993,Middle3_RX: 2.2952,Middle3_RY: 295.0374,Middle3_RZ: 144.4645,Ring1_X: -0.6026,Ring1_Y: 0.3771,Ring1_Z: 0.1031,Ring1_RX: 359.4156,Ring1_RY: 291.0840,Ring1_RZ: 170.4654,Ring2_X: -0.5828,Ring2_Y: 0.3678,Ring2_Z: 0.1546,Ring2_RX: 1.0535,Ring2_RY: 288.7734,Ring2_RZ: 159.4305,Ring3_X: -0.5675,Ring3_Y: 0.3503,Ring3_Z: 0.1986,Ring3_RX: 2.7999,Ring3_RY: 287.8885,Ring3_RZ: 151.7234,Pinky1_X: -0.6147,Pinky1_Y: 0.3763,Pinky1_Z: 0.1091,Pinky1_RX: 357.5014,Pinky1_RY: 280.5985,Pinky1_RZ: 171.1492,Pinky2_X: -0.6068,Pinky2_Y: 0.3693,Pinky2_Z: 0.1534,Pinky2_RX: 359.5845,Pinky2_RY: 281.5952,Pinky2_RZ: 163.3217,Pinky3_X: -0.5993,Pinky3_Y: 0.3579,Pinky3_Z: 0.1906,Pinky3_RX: 1.0830,Pinky3_RY: 280.8445,Pinky3_RZ: 154.3065,Object_X: -0.2671,Object_Y: 0.1361,Object_Z: 0.1807,Object_RX: 7.4674,Object_RY: 354.7762,Object_RZ: 341.3294
21.8483,Thumb1_X: -0.5698,Thumb1_Y: 0.3776,Thumb1_Z: 0.0668,Thumb1_RX: 332.1483,Thumb1_RY: 57.5327,Thumb1_RZ: 106.5708,Thumb2_X: -0.5445,Thumb2_Y: 0.3372,Thumb2_Z: 0.0668,Thumb2_RX: 331.6281,Thumb2_RY: 57.6515,Thumb2_RZ: 58.4195,Thumb3_X: -0.5420,Thumb3_Y: 0.3066,Thumb3_Z: 0.0937,Thumb3_RX: 331.9117,Thumb3_RY: 58.6950,Thumb3_RZ: 9.3617,Index1_X: -0.5738,Index1_Y: 0.3732,Index1_Z: 0.0849,Index1_RX: 359.7622,Index1_RY: 299.4205,Index1_RZ: 177.3290,Index2_X: -0.5434,Index2_Y: 0.3703,Index2_Z: 0.1387,Index2_RX: 2.3506,Index2_RY: 308.1560,Index2_RZ: 172.4312,Index3_X: -0.5121,Index3_Y: 0.3636,Index3_Z: 0.1781,Index3_RX: 1.6194,Index3_RY: 308.2479,Index3_RZ: 162.4578,Middle1_X: -0.5920,Middle1_Y: 0.3793,Middle1_Z: 0.0942,Middle1_RX: 359.6675,Middle1_RY: 297.2666,Middle1_RZ: 171.5521,Middle2_X: -0.5637,Middle2_Y: 0.3701,Middle2_Z: 0.1494,Middle2_RX: 359.5866,Middle2_RY: 294.8879,Middle2_RZ: 166.0711,Middle3_X: -0.5407,Middle3_Y: 0.3565,Middle3_Z: 0.1990,Middle3_RX: 1.4442,Middle3_RY: 294.3032,Middle3_RZ: 146.4872,Ring1_X: -0.6042,Ring1_Y: 0.3790,Ring1_Z: 0.1009,Ring1_RX: 358.6490,Ring1_RY: 290.1353,Ring1_RZ: 172.0608,Ring2_X: -0.5854,Ring2_Y: 0.3713,Ring2_Z: 0.1529,Ring2_RX: 0.3899,Ring2_RY: 288.1139,Ring2_RZ: 161.1184,Ring3_X: -0.5706,Ring3_Y: 0.3552,Ring3_Z: 0.1977,Ring3_RX: 2.1617,Ring3_RY: 287.2813,Ring3_RZ: 153.4225,Pinky1_X: -0.6165,Pinky1_Y: 0.3784,Pinky1_Z: 0.1067,Pinky1_RX: 357.0388,Pinky1_RY: 279.5953,Pinky1_RZ: 172.8593,Pinky2_X: -0.6092,Pinky2_Y: 0.3728,Pinky2_Z: 0.1513,Pinky2_RX: 359.1166,Pinky2_RY: 280.8230,Pinky2_RZ: 165.1657,Pinky3_X: -0.6023,Pinky3_Y: 0.3626,Pinky3_Z: 0.1890,Pinky3_RX: 0.6386,Pinky3_RY: 280.1210,Pinky3_RZ: 156.1564,Object_X: -0.2692,Object_Y: 0.1279,Object_Z: 0.1685,Object_RX: 6.8233,Object_RY: 356.8650,Object_RZ: 339.7553
